Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
14230,The American,"Crime, Drama, Thriller","Crime Films,Thrillers,Crime Thrillers,Dramas,Crime Dramas,Movies Based on Books","English, Italian",Movie,3.2,0,Anton Corbijn,"Martin Booth, Rowan Joffe","Björn Granath, Irina Björklund, Lars Hjelm, George Clooney",R,6.3,66,61,,4,"35,606,376.00",9/1/2010,4/14/2015,"This Is That Productions, Smoke House, Greenlit Productions",https://www.netflix.com/watch/70128675,https://www.imdb.com/title/tt1440728,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",91741,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb70zqpig4zZwb15reMv51Oxjslf57QrF4gtg1q0emyIcwTjA3y4EN-OvGnzt_7QYcsmpUralW7in8Gf_Z_Oto3Zzg.jpg?r=e89,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDg1NDcxM15BMl5BanBnXkFtZTcwODc3MDg1Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=hPYRslx1w4Y,YouTube
14232,XXY,"Drama, Romance","Independent Dramas,Dramas,Independent Films,Award-winning Movies,International Movies,Dramas based on a book,Cannes Film Festival Winners,Argentinian Films,Films Based on Books,Latin American Films",Spanish,Movie,3.7,0,Lucía Puenzo,"Sergio Bizzio, Lucía Puenzo","Carolina Pelleritti, Ricardo Darín, Valeria Bertuccelli, Germán Palacios",Not Rated,7.1,85,67,26,14,"48,334.00",5/2/2008,4/14/2015,Historias Cinematograficas Cinemania,https://www.netflix.com/watch/70098504,https://www.imdb.com/title/tt0995829,"An intersexed child whos been living as a girl begins exploring her sexual orientation in her teen years, meeting both hostility and compassion.",13382,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYchrPlqUdbwhPBxJQu8uYha6hPkxMGl8EchYAlROa3Piqnxawc6H3vZAIRubzw4mtT_Ap-rEzCeM0ZDfnyuFOFopg.jpg?r=5b1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTI4ODI3OF5BMl5BanBnXkFtZTcwNTk2OTA1Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=J7mqA3F7Qvc,YouTube
14233,The Women,"Comedy, Drama","Comedies,Dramas",English,Movie,1.5,0,Diane English,"Clare Boothe Luce, Diane English, Jane Murfin, Anita Loos","Eva Mendes, Debra Messing, Annette Bening, Meg Ryan",PG-13,5,14,27,4,4,"26,902,075.00",9/12/2008,4/14/2015,"Jagged Films, Inferno Distribution, Shukovsky English",https://www.netflix.com/watch/70105123,https://www.imdb.com/title/tt0430770,"After learning that their friends hubby is having an affair, a group of New York City socialites devises a plan to help their chum win back her man.",20516,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVd-00n44JkOSM8WHxTQKzSs9B2HlrbbCjjkb_zK0xAYAcl4HO0BFC4kROT2n2STEOx5F9jKuA5WcpNjMtvpdx6Orw.jpg?r=d47,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNjg2MTk1MV5BMl5BanBnXkFtZTcwODQxMzk3MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=RlxwcwESDkQ,YouTube
14234,Wrong Turn,"Horror, Thriller","Slasher & Serial Killer Movies,Horror Movies,Gory Horror Movies,US Movies",English,Movie,2.2,2,Rob Schmidt,Alan B. McElroy,"Emmanuelle Chriqui, Jeremy Sisto, Eliza Dushku, Desmond Harrington",R,6.1,40,32,,3,"15,418,790.00",5/30/2003,4/14/2015,"Regency Enterprises, Summit Entertainment, Constantin Film",https://www.netflix.com/watch/60027996,https://www.imdb.com/title/tt0295700,"A group of stranded motorists is lost in the woods of West Virginia, where theyre hunted by three cannibalistic mountain men.",109919,https://occ-0-300-2773.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABWsK88Lc_sQ1TgybRvVciRYbOHX5ed0rrayDePiT_8MmROI07HD0yEuF9CjG8V45PufSqltQWPUL6t6AjaaKE1r1vA.jpg?r=eec,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SX300.jpg,https://www.youtube.com/watch?v=naUUyD-_oPc,YouTube
14237,Unaccompanied Minors,"Adventure, Comedy, Family, Romance","Family Comedies,Family Adventures,Children & Family Films","English, Spanish",Movie,2.1,0,Paul Feig,"Mya Stark, Jacob Meszaros","Wilmer Valderrama, Dyllan Christopher, Tyler James Williams, Lewis Black",PG,5.3,29,43,1,3,"16,655,224.00",12/8/2006,4/14/2015,"Warner Bros., Donners&#39; Company",https://www.netflix.com/watch/70053456,https://www.imdb.com/title/tt0488658,"Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",10491,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVU_OoFNHldBHESRWeCV8TgGEyZ-9WqzsYYf0wvCCfmHP8FjVUXZqgmyjcIc3JAcTkDGJfFuKICGgZM0ApXaDlH1cg.jpg?r=1f7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDY2NDYwOV5BMl5BanBnXkFtZTcwNDc5OTYzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=9lMY2F8-iyc,YouTube
14238,Underworld,"Action, Fantasy, Thriller","Sci-Fi & Fantasy,Fantasy,Action Thrillers,Action & Adventure,Action Sci-Fi & Fantasy,Crime Action & Adventure",English,Movie,2.4,3,Len Wiseman,"Len Wiseman, Danny McBride, Kevin Grevioux","Kate Beckinsale, Michael Sheen, Shane Brolly, Scott Speedman",R,7,31,42,1,10,"51,970,690.00",9/19/2003,4/14/2015,"Lakeshore Entertainment, Subterranean Productions LLC",https://www.netflix.com/watch/60031210,https://www.imdb.com/title/tt0320691,"A vampire suspects that her mortal enemies, werewolves known as Lycans, are targeting a human. As she shadows him, she finds herself falling in love.",253232,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVIGpCtvTQU4uavS3EiRCAm47vkHf3RarOsDn8S3oMLgAIdfHBU-WZL6Rx1Erdw3M1rCV8mpBjNm0HyvukBqeQpJbQ.jpg?r=db9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDExNDEyMV5BMl5BanBnXkFtZTcwODY1OTkxMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=mn4O3iQ8B_s,YouTube
14239,The Untouchables,"Crime, Drama, Thriller","Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Action Thrillers,Golden Globe Award-winning Films,Action & Adventure,Films Based on Real Life,Crime Films,Crime Action & Adventure,Films Based on Books,Classic Films,Gangster Films,Classic Action & Adventure,Period Pieces,US Movies,Historical Movies",English,Movie,4,0,Brian De Palma,"Oscar Fraley, Eliot Ness, David Mamet","Andy Garcia, Kevin Costner, Sean Connery, Charles Martin Smith",R,7.9,83,79,11,16,"76,270,454.00",6/3/1987,4/14/2015,Paramount Pictures,https://www.netflix.com/watch/60004086,https://www.imdb.com/title/tt0094226,"In Brian De Palmas period crime drama, Eliot Ness will stop at nothing to take down legendary Al Capone -- even if it means bending some rules.",282823,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa4SqxzDVmhYWZKjmreWAc2J5BqCPmt_CccF3sKSxDH81X9Ct-bETkSSvI2sUYP-9ttiNMSZhVvBMiKzOVO8X7Jhjg.jpg?r=8f5,https://images-na.ssl-images-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=YbzkK06MJjE,YouTube
14241,Taken,"Action, Thriller","Action Thrillers,Action & Adventure,Crime Movies,Crime Action & Adventure,Blockbuster Action & Adventure","English, French, Albanian, Arabic",Movie,3.1,0,Pierre Morel,"Luc Besson, Robert Mark Kamen","Liam Neeson, Jon Gries, Maggie Grace, Leland Orser",PG-13,7.8,59,51,2,2,"145,000,989.00",1/30/2009,4/14/2015,"EuropaCorp, Grive Productions, M6 Films Production",https://www.netflix.com/watch/70101374,https://www.imdb.com/title/tt0936501,"When his daughter is kidnapped by a gang of human traffickers while vacationing in Paris, a former spy must pull out all the stops to save her.",566184,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWqd72xEP1lnA_W3f6UO1bloibkvnuhukDlCUYnyDSlfnyoaF8Bb51fkVwKWspEQ9ulP3ebiwHXaE497_DO9ZvnFDg.jpg?r=7bd,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=CvUxdQ4q-Lg,YouTube
14242,The Truman Show,"Comedy, Drama","Dramas,Award-winning Movies,BAFTA Award-Winning Films,Comedies,Golden Globe Award-winning Films,Dark Comedies,Showbiz Dramas",English,Movie,4.4,0,Peter Weir,Andrew Niccol,"Laura Linney, Noah Emmerich, Natascha McElhone, Jim Carrey",PG,8.1,95,90,40,69,"125,618,201.00",6/5/1998,4/14/2015,"Paramount Pictures, Scott Rudin Productions",https://www.netflix.com/watch/11819086,https://www.imdb.com/title/tt0120382,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day TV phenomenon that broadcasts every aspect of his life without his knowledge.",941803,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVR5ulrh297qjA4pj_rFgXXL6g0D65fLvplV9xuxe8ICIxmuWh_TLcIeqOGlJBOBe42kAAv3K-Zxbxm73Dng_bJArA.jpg?r=0f5,https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=loTIzXAS7v4,YouTube
14243,Sanctum,"Action, Adventure, Drama, Thriller","Action Thrillers,Action & Adventure,Adventures",English,Movie,2.2,0,Alister Grierson,"Andrew Wight, John Garvin","Alice Parkinson, Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield",R,5.9,30,42,1,1,"23,209,310.00",2/4/2011,4/14/2015,Great Wight,https://www.netflix.com/watch/70142826,https://www.imdb.com/title/tt0881320,"This breathtaking thriller follows the adventures of expert diver Frank McGuire, who heads an expedition to map a network of underwater caverns.",53669,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe-woWZr2FQrJytrzkrgVJeozwM9oV1Z_Yo804XrnvMLr82x6bvgFprsXActu31XWqUKlTtu3qhpgsVPvaGOlgBCqQ.jpg?r=e79,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=OBik92hLhAY,YouTube
14244,The Sweetest Thing,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,Late Night Comedies,US Movies",English,Movie,1.8,0,Roger Kumble,Nancy M. Pimental,"Christina Applegate, Herbert W. Ankrom, Bryan Anthony, Lillian Adams",R,5.2,26,32,1,4,"24,718,164.00",4/12/2002,4/14/2015,"Columbia Pictures, Konrad Pictures",https://www.netflix.com/watch/60022057,https://www.imdb.com/title/tt0253867,"After a brief nightclub encounter with a handsome real-estate agent, a party girl and her best friends embark on a wild road trip to track him down.",55006,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTBtwpvcXO7lD7CU9gFJfHcQWySR39cptNQnMMvNkwtrlrU14_mE2VSQdqFY92Jpo3TWnx54OBfRrXDhtX08cSMcPQ.jpg?r=dac,https://images-na.ssl-images-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=fGpWRA76jzo,YouTube
14246,Sahara,"Action, Adventure, Comedy","Action Thrillers,Action & Adventure,Adventures,Comedies,Movies Based on Books,Action Comedies","English, French, Arabic",Movie,2.3,3,Breck Eisner,"Joshua Oppenheimer, James V. Hart, John C. Richards, Clive Cussler, Thomas Dean Donnelly","Mark Aspinall, Jude Akuwudike, Rakie Ayola, Christopher Bello",PG-13,6,38,41,2,5,"68,671,925.00",4/8/2005,4/14/2015,Crusader Entertainment LLC,https://www.netflix.com/watch/70000199,https://www.imdb.com/title/tt0318649,"While investigating a deadly water-borne epidemic along the Nile River, adventurer Dirk Pitt uncovers a secret dating back to the U.S. Civil War.",92529,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXp7ssxYgVrUBUDP0Sj97Tr1zkH3CmzGfWJeKzK0lvlvgZWFb3oaftB2-fyia_31vfURnzcbHKMob_LtzZfqjqU4sQ.jpg?r=c70,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExOTM4NDUzNV5BMl5BanBnXkFtZTcwOTgzNzczMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=kcmBYaS_zkw,YouTube
14247,Species,"Action, Horror, Sci-Fi, Thriller","Horror Films,Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Action Sci-Fi & Fantasy,Alien Sci-Fi,Sci-Fi Thrillers",English,Movie,2.5,0,Roger Donaldson,Dennis Feldman,"Forest Whitaker, Michael Madsen, Ben Kingsley, Alfred Molina",R,5.8,43,49,3,6,"60,074,103.00",7/7/1995,4/14/2015,Metro-Goldwyn-Mayer,https://www.netflix.com/watch/988150,https://www.imdb.com/title/tt0114508,"When scientists discover alien DNA, they create a deadly alien hybrid woman. When she escapes, a team scrambles to find her before she can reproduce.",74451,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaOGPZUS9J97XgRBVryuVBPsUS4qA_EI1dxBXAY5XXG-jtHlIvitBFjlEqTjZENq1xSJlRnbJ3wMRurFXicLO3ikqA.jpg?r=265,http://ia.media-imdb.com/images/M/MV5BMjMyNTE0ODUzOF5BMl5BanBnXkFtZTcwNjY5NTk1NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ECe9Yqltw_w,YouTube
14248,Sideways,"Comedy, Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Romantic Comedies,Independent Comedies,Dramas based on a book,Comedies,Golden Globe Award-winning Films,Romantic Films,Dark Comedies,Movies Based on Books,Romantic Favorites,US Movies","English, Armenian, French",Movie,4.4,3,Alexander Payne,"Rex Pickett, Jim Taylor, Alexander Payne","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",R,7.5,97,94,123,90,"71,503,593.00",1/21/2005,4/14/2015,"Fox Searchlight, Michael London Productions",https://www.netflix.com/watch/70011196,https://www.imdb.com/title/tt0375063,Two men go on an excursion to California wine country and end up inducing joint midlife crises in this critically acclaimed comedy-drama.,179428,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaah_B6l2weh7jVKd2gYfSRET_YzxpfDLynbJMgQ9ODUF_j0bMd7Ce-hLytIgyYtCf05AP1lsGcoXbyEwQXFXJ1OEUrgzLo.jpg?r=e4c,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg,https://www.youtube.com/watch?v=Pqbz8yojxBY,YouTube
14249,Scoop,"Comedy, Crime, Fantasy, Mystery","Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,British Movies",English,Movie,2.6,0,Woody Allen,Woody Allen,"Jim Dunk, Geoff Bell, Robert Bathurst, Christopher Fulford",PG-13,6.6,41,48,,2,"10,525,717.00",7/28/2006,4/14/2015,"BBC, Perdido Productions, Ingenious Film Partners",https://www.netflix.com/watch/70051665,https://www.imdb.com/title/tt0457513,"While visiting friends in London, an American journalism student beats out Britains top reporters by breaking a story involving murder and magic.",80977,https://occ-0-753-1007.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaFgbrYCI4n5vFZ4jr8VATF--4eZqzlfILoAFfGVu9N8aB3kG6dNctbUKkkW0t69YPMsM1kiyTlUe-KT8A5FvlYktT-FYnA.jpg?r=619,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MjYzOTMwNV5BMl5BanBnXkFtZTcwMjM0NTQzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=epKoj5BIZV0,YouTube
14250,The Usual Suspects,"Crime, Mystery, Thriller","Crime Films,Thrillers,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Crime Thrillers,Dramas,Crime Dramas,Mysteries,Heist Movies,US Movies,Critically-acclaimed Independent Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Modern Classics","English, Hungarian, Spanish, French",Movie,4.2,0,Bryan Singer,Christopher McQuarrie,"Kevin Pollak, Gabriel Byrne, Benicio Del Toro, Stephen Baldwin",R,8.5,89,77,37,17,"23,341,568.00",8/16/1995,4/14/2015,Bad Hat Harry,https://www.netflix.com/watch/1084379,https://www.imdb.com/title/tt0114814,"When five unacquainted crooks are hauled into a police station to appear in a criminal lineup, they decide to pull off a heist together.",993506,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb2dP-xaot04GAJTdCNUTNh2kSBGii7wuuxJCa2yICv4Gs8o6qTJ8ujIfBK5oA3qhM4u2qWsb6OqvisURCjLT-tHyw.jpg?r=fa6,https://images-na.ssl-images-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=x3t0Nc6fg7w,YouTube
14251,Terminator: Salvation,"Action, Sci-Fi","Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Action Sci-Fi & Fantasy,Cyberpunk","English, Italian",Movie,2.5,0,McG,"John Brancato, Michael Ferris","Moon Bloodgood, Helena Bonham Carter, Christian Bale, Sam Worthington",PG-13,6.5,33,49,2,13,"125,322,469.00",5/21/2009,4/14/2015,Moritz Borman,https://www.netflix.com/watch/70103524,https://www.imdb.com/title/tt0438488,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots.",343941,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQz-jyODyjD6Wemh_sbTaNGx7xyOxzcvOl4qFyWBReTGVNlQcxCsnk5HrbPu2wjem7I0U8X98F9ulHaMjt-A7jY6iw.jpg?r=207,https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Sv6SM0w0B5A,YouTube
14252,Salt,"Action, Thriller","Action Thrillers,Action & Adventure,Action Movies,Spy Action & Adventure","English, Russian, Korean",Movie,3.2,0,Phillip Noyce,Kurt Wimmer,"Liev Schreiber, Angelina Jolie, Daniel Olbrychski, Chiwetel Ejiofor",PG-13,6.4,62,65,4,16,"118,311,368.00",7/23/2010,4/14/2015,Di Bonaventura Pictures,https://www.netflix.com/watch/70118402,https://www.imdb.com/title/tt0944835,"Accused of being a Russian spy, CIA agent Evelyn Salt goes on the run, using every tactic she knows to elude her pursuers and clear her name.",295970,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXwzZV6cb5oOBAqNsIz4P3miYgTUFb0x9DLTe-s9nNglyeCL0jdOquoM4W9dBnllBySKIGkY2U0T-hFeJl2SOysERg.jpg?r=eb5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=QZ40WlshNwU,YouTube
14254,The Devils Rejects,Horror,Horror Films,"English, Spanish",Movie,2.9,0,Rob Zombie,Rob Zombie,"William Forsythe, Bill Moseley, Sid Haig, Sheri Moon Zombie",R,6.8,55,53,10,7,"17,044,981.00",7/22/2005,4/14/2015,Lions Gate Entertainment,https://www.netflix.com/watch/70028893,https://www.imdb.com/title/tt0395584,"A Texas sheriff seeks vengeance against his brothers creepy murderers in this Western-flavored sequel to Rob Zombies bloody House of 1,000 Corpses.",93431,https://occ-0-38-1501.1.nflxso.net/art/d6955/e46106dbda80d8122ee5f625885df2abcb4d6955.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjM1MjM4NV5BMl5BanBnXkFtZTcwNTgyMzUzMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=poxddLZq2k0,YouTube
14255,Racing Stripes,"Adventure, Comedy, Drama, Family, Sport","Family Comedies,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films for ages 5 to 7,Animal Tales,Comedies",English,Movie,2.2,0,Frederik Du Chau,"Steven P. Wegner, Frederik Du Chau, Kirk DeMicco, David Schmidt","Hayden Panettiere, Caspar Poyck, Gary Bullock, Bruce Greenwood",PG,5.2,35,43,,3,"49,772,522.00",1/14/2005,4/14/2015,Alcon Entertainment,https://www.netflix.com/watch/70018721,https://www.imdb.com/title/tt0376105,"Kindhearted Stripes has spent his whole life thinking hes a thoroughbred horse. When he learns hes actually a zebra, he decides hell race anyway.",16062,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfEbV9a4CvzhO8WZDgdPeD2gbrWc9HQXcRNFUbFn6Dxz7_KJNZaX6mCaH2VJvPVOzDs4EG11H6354Ip1rF-ughOFPA.jpg?r=ae6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=PL64Q_JM5qw,YouTube
14256,The Reader,"Drama, Romance","Romantic Dramas,Dramas,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Dramas based on a book,Golden Globe Award-winning Films,Romantic Films,Movies Based on Books","English, German, Greek, Latin",Movie,3.3,3,Stephen Daldry,"David Hare, Bernhard Schlink","Jeanette Hain, David Kross, Ralph Fiennes, Kate Winslet",R,7.6,63,58,26,48,"34,194,407.00",1/30/2009,4/14/2015,"Mirage Enterprises, Neunte Babelsberg",https://www.netflix.com/watch/70109683,https://www.imdb.com/title/tt0976051,A middle-aged lawyer reflects on the brief affair he had as a teen with an older woman -- who ended up on trial for Nazi war crimes eight years later.,230951,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYmkS4Iu8J4bhflYt-0I6is7Jb3HUiNofonOXsrjHZ1ND1h0rn77DnzQPeJADiwG81nBNSVP9UxjbSlOqXX4HZmy4Q.jpg?r=e7d,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=JA1J2WmFGUw,YouTube
14257,Rambo,"Action, Thriller","Action Thrillers,Action & Adventure,Military Action & Adventure","English, Burmese, Thai",Movie,2.5,0,Sylvester Stallone,"Art Monterastelli, David Morrell, Sylvester Stallone","Matthew Marsden, Graham McTavish, Julie Benz, Sylvester Stallone",R,7,37,46,1,1,"42,754,105.00",1/25/2008,4/14/2015,Lionsgate Films,https://www.netflix.com/watch/70084769,https://www.imdb.com/title/tt0462499,"When governments fail to act on behalf of captive missionaries, former Green Beret John Rambo sets aside his peaceful existence to take action.",218401,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYHiPSvLEyVX3qJLvESZBMpFCVmy2MFXKdCrpVva9uBL7hUmbSTqqTkM7JsHzHJvipJOd3PI3LVdYsMFUMYiWwrO2g.jpg?r=2c5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=2CRjdwRYQbU,YouTube
14259,Riddick,"Action, Adventure, Sci-Fi, Thriller","Horror Films,Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Monster Films,Action Sci-Fi & Fantasy,Alien Sci-Fi,Crime Films,Sci-Fi Adventure,Adventures,Crime Action & Adventure,Futuristic Sci-Fi",English,Movie,2.8,3,David Twohy,"Jim Wheat, Ken Wheat, David Twohy","Matt Nable, Jordi Mollà, Katee Sackhoff, Vin Diesel",R,6.4,57,49,,2,"42,025,135.00",9/6/2013,4/14/2015,One Race Productions,https://www.netflix.com/watch/70272268,https://www.imdb.com/title/tt1411250,"Marooned on a lonely planet where he hopes an emergency beacon will save him, grim antihero Riddick instead attracts deadly aliens and mercenaries.",154551,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRl7j6-cQkZgGs2HCXJsNV0AoSzeTv_xUuG8uJa8zVX7-N3GsUzM5WlCknOaDPNeblYwV0fpqCzuBzGUrsQfbhnsCw.jpg?r=c7e,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=zH3O-CeZckE,YouTube
